group_name	dmel_cre_id	tier1_scope	is_focal_tier1	is_singleton_tier1	species	role	expected_state	observed_class	alignment_status	target_chrom	target_start0	target_end0	best_peak_id	best_overlap_bp	best_overlap_fraction_lifted	best_overlap_fraction_peak	positional_peak	same_fbgn_peak_local	local_same_fbgn_peak_id	local_same_fbgn	best_local_same_fbgn_distance_bp	shared_fbgn_with_best_peak	gene_support_at_best_peak	species_qc
obscura_group	DMEL_CRE_00042	secondary_only	no	yes	dsub	consensus	turnover_candidate	turnover_candidate	mapped	NC_048530.1	21432836	21433422		0	0.000000	0.000000	no	yes	dsub_PEAK_00249	FBgn0029894	331.0		no_peak_at_locus	PASS
obscura_group	DMEL_CRE_00042	secondary_only	no	yes	dbif	discordant	present	present	mapped	CM019041.1	15589665	15590266	dbif_PEAK_00222	585	0.973378	0.873134	yes	yes	dbif_PEAK_00222	FBgn0029895	938.0	FBgn0029895	shared_fbgn	PASS
obscura_group	DMEL_CRE_00052	secondary_only	no	yes	dbif	consensus	present	present	mapped	CM019041.1	6692136	6693204	dbif_PEAK_00012	1068	1.000000	0.768345	yes	yes	dbif_PEAK_00012	FBgn0004198	0.0	FBgn0004198	shared_fbgn	PASS
obscura_group	DMEL_CRE_00052	secondary_only	no	yes	dsub	consensus	present	present	mapped	NC_048530.1	19537626	19538526	dsub_PEAK_00049	900	1.000000	0.500000	yes	yes	dsub_PEAK_00017	FBgn0004198	0.0	FBgn0004198	shared_fbgn	PASS
obscura_group	DMEL_CRE_00052	secondary_only	no	yes	dobs	discordant	turnover_candidate	turnover_candidate	mapped	NW_024542891.1	392112	393287		0	0.000000	0.000000	no	yes	dobs_PEAK_00077	FBgn0004198	0.0		no_peak_at_locus	PASS
obscura_group	DMEL_CRE_00120	secondary_only	no	yes	dbif	consensus	turnover_candidate	turnover_candidate	mapped	CM019041.1	7742268	7743041		0	0.000000	0.000000	no	yes	dbif_PEAK_00083	FBgn0030886	0.0		no_peak_at_locus	PASS
obscura_group	DMEL_CRE_00120	secondary_only	no	yes	dsub	consensus	turnover_candidate	turnover_candidate	mapped	NC_048530.1	21284289	21285004		0	0.000000	0.000000	no	yes	dsub_PEAK_00155	FBgn0030886	0.0		no_peak_at_locus	PASS
obscura_group	DMEL_CRE_00120	secondary_only	no	yes	dobs	discordant	present	present	mapped	NW_024542752.1	1547315	1548042	dobs_PEAK_00288	632	0.869326	0.957576	yes	yes	dobs_PEAK_00288	FBgn0030886	0.0	FBgn0030886	shared_fbgn	PASS
obscura_group	DMEL_CRE_00151	secondary_only	no	yes	dobs	consensus	turnover_candidate	turnover_candidate	mapped	NW_024542736.1	6682663	6683428		0	0.000000	0.000000	no	yes	dobs_PEAK_00091	FBgn0262127	0.0		no_peak_at_locus	PASS
obscura_group	DMEL_CRE_00151	secondary_only	no	yes	dsub	consensus	turnover_candidate	turnover_candidate	mapped	NC_048533.1	13497331	13497994		0	0.000000	0.000000	no	yes	dsub_PEAK_00305	FBgn0262127	0.0		no_peak_at_locus	PASS
obscura_group	DMEL_CRE_00151	secondary_only	no	yes	dbif	discordant	present	present	mapped	CM019044.1	6602827	6603610	dbif_PEAK_00477	543	0.693487	0.969643	yes	yes	dbif_PEAK_00112	FBgn0262127	0.0	FBgn0038256|FBgn0262127	shared_fbgn	PASS
obscura_group	DMEL_CRE_00175	secondary_only	no	yes	dobs	consensus	turnover_candidate	turnover_candidate	mapped	NW_024542736.1	583626	584318		0	0.000000	0.000000	no	yes	dobs_PEAK_00376	FBgn0264490	245.0		no_peak_at_locus	PASS
obscura_group	DMEL_CRE_00175	secondary_only	no	yes	dsub	consensus	turnover_candidate	turnover_candidate	mapped	NC_048533.1	18645625	18646303		0	0.000000	0.000000	no	yes	dsub_PEAK_00277	FBgn0038919	21692.0		no_peak_at_locus	PASS
obscura_group	DMEL_CRE_00175	secondary_only	no	yes	dbif	discordant	present	present	mapped	CM019044.1	11703969	11704656	dbif_PEAK_00177	486	0.707424	0.714706	yes	yes	dbif_PEAK_00177	FBgn0264490	0.0	FBgn0264490	shared_fbgn	PASS
obscura_group	DMEL_CRE_00277	secondary_only	no	yes	dobs	consensus	present	present	mapped	NW_024542791.1	6532214	6533232	dobs_PEAK_00054	742	0.728880	0.916049	yes	yes	dobs_PEAK_00003	FBgn0032602	0.0	FBgn0032602|FBgn0264695	shared_fbgn	PASS
obscura_group	DMEL_CRE_00277	secondary_only	no	yes	dsub	consensus	present	present	mapped	NC_048534.1	10337787	10338785	dsub_PEAK_00205	695	0.696393	0.978873	yes	yes	dsub_PEAK_00006	FBgn0264695	672.0	FBgn0032602|FBgn0264695	shared_fbgn	PASS
obscura_group	DMEL_CRE_00277	secondary_only	no	yes	dbif	discordant	turnover_candidate	turnover_candidate	mapped	CM019042.1	12439508	12440981	dbif_PEAK_00250	690	0.468432	1.000000	no	yes	dbif_PEAK_00022	FBgn0264695	327.0	FBgn0032602|FBgn0264695	shared_fbgn	PASS
repleta_group	DMEL_CRE_00255	secondary_only	no	yes	d_buzzatii	consensus	turnover_candidate	turnover_candidate	mapped	contig_44	4006282	4007097		0	0.000000	0.000000	no	yes	d_buzzatii_PEAK_00069	FBgn0041092	0.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00255	secondary_only	no	yes	d_mojavensis	consensus	turnover_candidate	turnover_candidate	mapped	NW_025318858.1	12108814	12109612		0	0.000000	0.000000	no	yes	d_mojavensis_PEAK_00378	FBgn0041092	0.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00255	secondary_only	no	yes	d_repleta	consensus	turnover_candidate	turnover_candidate	mapped	JAEIGN010000526.1	8126404	8127085		0	0.000000	0.000000	no	yes	d_repleta_PEAK_00553	FBgn0041092	21215.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00255	secondary_only	no	yes	d_arizonae	discordant	present	present	mapped	NW_017127683.1	11294078	11294800	d_arizonae_PEAK_00418	420	0.581717	0.636364	yes	no					discordant_fbgn	PASS
repleta_group	DMEL_CRE_00275	secondary_only	no	yes	d_arizonae	consensus	present	present	mapped	NW_017127683.1	2723548	2725315	d_arizonae_PEAK_00034	1392	0.787776	0.870000	yes	yes	d_arizonae_PEAK_00034	FBgn0032602	2322.0	FBgn0032601|FBgn0032602	shared_fbgn	PASS
repleta_group	DMEL_CRE_00275	secondary_only	no	yes	d_mojavensis	consensus	present	present	mapped	NW_025318858.1	2741355	2743174	d_mojavensis_PEAK_00021	1395	0.766905	0.861111	yes	yes	d_mojavensis_PEAK_00021	FBgn0032602	0.0	FBgn0032601|FBgn0032602	shared_fbgn	PASS
repleta_group	DMEL_CRE_00275	secondary_only	no	yes	d_repleta	consensus	present	present	mapped	JAEIGN010000396.1	10780535	10782307	d_repleta_PEAK_00456	910	0.513544	1.000000	yes	yes	d_repleta_PEAK_00228	FBgn0032602	2304.0	FBgn0032601|FBgn0032602	shared_fbgn	PASS
repleta_group	DMEL_CRE_00275	secondary_only	no	yes	d_buzzatii	discordant	turnover_candidate	turnover_candidate	mapped	contig_319	1807718	1809439		0	0.000000	0.000000	no	yes	d_buzzatii_PEAK_00205	FBgn0032602	11013.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00310	secondary_only	no	yes	d_buzzatii	consensus	turnover_candidate	turnover_candidate	mapped	contig_505	7418215	7418687		0	0.000000	0.000000	no	yes	d_buzzatii_PEAK_00033	FBgn0003149	2440.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00310	secondary_only	no	yes	d_mojavensis	consensus	turnover_candidate	turnover_candidate	mapped	NW_025318899.1	7172878	7173367		0	0.000000	0.000000	no	yes	d_mojavensis_PEAK_00028	FBgn0003149	2263.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00310	secondary_only	no	yes	d_repleta	consensus	turnover_candidate	turnover_candidate	mapped	JAEIGN010000753.1	649206	649698		0	0.000000	0.000000	no	yes	d_repleta_PEAK_00213	FBgn0003149	368.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00310	secondary_only	no	yes	d_arizonae	discordant	present	present	mapped	NW_017127684.1	4575355	4575856	d_arizonae_PEAK_00154	501	1.000000	0.650649	yes	yes	d_arizonae_PEAK_00154	FBgn0003149	0.0	FBgn0003149|FBgn0040828	shared_fbgn	PASS
repleta_group	DMEL_CRE_00331	secondary_only	no	yes	d_arizonae	consensus	turnover_candidate	turnover_candidate	mapped	NW_017127684.1	5014539	5015295		0	0.000000	0.000000	no	yes	d_arizonae_PEAK_00243	FBgn0000567	0.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00331	secondary_only	no	yes	d_mojavensis	consensus	turnover_candidate	turnover_candidate	mapped	NW_025318899.1	7619768	7620489		0	0.000000	0.000000	no	yes	d_mojavensis_PEAK_00316	FBgn0000567	0.0		no_peak_at_locus	PASS
repleta_group	DMEL_CRE_00331	secondary_only	no	yes	d_repleta	consensus	turnover_candidate	turnover_candidate	mapped	JAEIGN010000753.1	1073945	1074713	d_repleta_PEAK_00019	33	0.042969	0.034375	no	yes	d_repleta_PEAK_00294	FBgn0000567	0.0	FBgn0000567|FBgn0036740	shared_fbgn	PASS
repleta_group	DMEL_CRE_00331	secondary_only	no	yes	d_buzzatii	discordant	present	present	mapped	contig_505	7883959	7884715	d_buzzatii_PEAK_00223	695	0.919312	0.538760	yes	yes	d_buzzatii_PEAK_00260	FBgn0000567	0.0	FBgn0000567|FBgn0036740	shared_fbgn	PASS
rufa_group	DMEL_CRE_00004	secondary_only	no	yes	d_serrata	consensus	turnover_candidate	turnover_candidate	mapped	contig_251	152189	152821		0	0.000000	0.000000	no	yes	d_serrata_PEAK_00064	FBgn0025390	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00004	secondary_only	no	yes	dbir	consensus	turnover_candidate	turnover_candidate	mapped	contig_43	5590115	5590716		0	0.000000	0.000000	no	yes	dbir_PEAK_00035	FBgn0025390	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00004	secondary_only	no	yes	dkik	consensus	turnover_candidate	turnover_candidate	mapped	NW_024571405.1	7528223	7528817		0	0.000000	0.000000	no	yes	dkik_PEAK_00012	FBgn0025390	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00004	secondary_only	no	yes	druf	consensus	turnover_candidate	turnover_candidate	mapped	JAECXS010000123.1	15343281	15343909		0	0.000000	0.000000	no	yes	druf_PEAK_00107	FBgn0025390	8285.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00004	secondary_only	no	yes	dbun	discordant	present	present	mapped	contig_83	4209718	4210361	dbun_PEAK_00039	643	1.000000	0.756471	yes	yes	dbun_PEAK_00086	FBgn0025390	0.0		discordant_fbgn	PASS
rufa_group	DMEL_CRE_00052	secondary_only	no	yes	d_serrata	consensus	present	present	mapped	contig_292	118004	118995	d_serrata_PEAK_00005	991	1.000000	0.600606	yes	yes	d_serrata_PEAK_00005	FBgn0004198	0.0	FBgn0004198|FBgn0029952	shared_fbgn	PASS
rufa_group	DMEL_CRE_00052	secondary_only	no	yes	dbir	consensus	present	present	mapped	contig_43	5969293	5970154	dbir_PEAK_00061	861	1.000000	0.518675	yes	yes	dbir_PEAK_00061	FBgn0004198	0.0	FBgn0004198|FBgn0029952	shared_fbgn	PASS
rufa_group	DMEL_CRE_00052	secondary_only	no	yes	dbun	consensus	present	present	mapped	contig_17	81503	82618	dbun_PEAK_00099	778	0.697758	0.884091	yes	yes	dbun_PEAK_00099	FBgn0004198	0.0	FBgn0004198|FBgn0029952	shared_fbgn	PASS
rufa_group	DMEL_CRE_00052	secondary_only	no	yes	druf	consensus	present	present	mapped	JAECXS010000123.1	14923265	14924263	druf_PEAK_00034	955	0.956914	0.649660	yes	yes	druf_PEAK_00034	FBgn0004198	19845.0	FBgn0004198|FBgn0029952	shared_fbgn	PASS
rufa_group	DMEL_CRE_00052	secondary_only	no	yes	dkik	discordant	turnover_candidate	turnover_candidate	mapped	NW_024571405.1	17734972	17735999		0	0.000000	0.000000	no	yes	dkik_PEAK_00032	FBgn0004198	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00065	secondary_only	no	yes	dbir	consensus	turnover_candidate	turnover_candidate	mapped	contig_79	1248029	1249145		0	0.000000	0.000000	no	yes	dbir_PEAK_00192	FBgn0261260	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00065	secondary_only	no	yes	dbun	consensus	turnover_candidate	turnover_candidate	mapped	contig_17	13493208	13494359		0	0.000000	0.000000	no	yes	dbun_PEAK_00385	FBgn0261260	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00065	secondary_only	no	yes	dkik	consensus	turnover_candidate	turnover_candidate	mapped	NW_024571405.1	4766277	4767376		0	0.000000	0.000000	no	yes	dkik_PEAK_00038	FBgn0261260	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00065	secondary_only	no	yes	druf	consensus	turnover_candidate	turnover_candidate	mapped	JAECXS010000111.1	10804241	10805815	druf_PEAK_00089	780	0.495553	1.000000	no	yes	druf_PEAK_00089	FBgn0261260	0.0	FBgn0261260	shared_fbgn	PASS
rufa_group	DMEL_CRE_00065	secondary_only	no	yes	d_serrata	discordant	present	present	mapped	contig_8	883558	884749	d_serrata_PEAK_00035	810	0.680101	1.000000	yes	yes	d_serrata_PEAK_00035	FBgn0261260	0.0	FBgn0261260	shared_fbgn	PASS
rufa_group	DMEL_CRE_00082	secondary_only	no	yes	d_serrata	consensus	turnover_candidate	turnover_candidate	mapped	contig_276	459718	460985	d_serrata_PEAK_00012	292	0.230466	0.201379	no	yes	d_serrata_PEAK_00012	FBgn0030412	0.0	FBgn0015024|FBgn0030412	shared_fbgn	PASS
rufa_group	DMEL_CRE_00082	secondary_only	no	yes	dbun	consensus	turnover_candidate	turnover_candidate	mapped	contig_17	1810128	1811395		0	0.000000	0.000000	no	yes	dbun_PEAK_00031	FBgn0030412	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00082	secondary_only	no	yes	dkik	consensus	turnover_candidate	turnover_candidate	mapped	NW_024571405.1	25661022	25662166		0	0.000000	0.000000	no	yes	dkik_PEAK_00024	FBgn0015024	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00082	secondary_only	no	yes	druf	consensus	turnover_candidate	turnover_candidate	mapped	JAECXS010000123.1	8042194	8043449		0	0.000000	0.000000	no	yes	druf_PEAK_00219	FBgn0030412	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00082	secondary_only	no	yes	dbir	discordant	present	present	mapped	contig_43	1910264	1911440	dbir_PEAK_00069	1160	0.986395	0.527273	yes	yes	dbir_PEAK_00069	FBgn0030412	0.0	FBgn0015024|FBgn0030412	shared_fbgn	PASS
rufa_group	DMEL_CRE_00178	secondary_only	no	yes	d_serrata	consensus	turnover_candidate	turnover_candidate	mapped	contig_295	1616265	1616849		0	0.000000	0.000000	no	yes	d_serrata_PEAK_00389	FBgn0003118	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00178	secondary_only	no	yes	dbir	consensus	turnover_candidate	turnover_candidate	mapped	contig_64	7083144	7083713		0	0.000000	0.000000	no	yes	dbir_PEAK_00150	FBgn0003118	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00178	secondary_only	no	yes	dkik	consensus	turnover_candidate	turnover_candidate	mapped	NW_024571315.1	27349374	27349849		0	0.000000	0.000000	no	yes	dkik_PEAK_00090	FBgn0003118	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00178	secondary_only	no	yes	druf	consensus	turnover_candidate	turnover_candidate	mapped	JAECXS010000001.1	12451959	12452506		0	0.000000	0.000000	no	yes	druf_PEAK_00387	FBgn0003118	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00178	secondary_only	no	yes	dbun	discordant	present	present	mapped	contig_130	13426922	13427488	dbun_PEAK_00416	558	0.985866	0.978947	yes	yes	dbun_PEAK_00088	FBgn0003118	0.0	FBgn0003118	shared_fbgn	PASS
rufa_group	DMEL_CRE_00321	secondary_only	no	yes	d_serrata	consensus	turnover_candidate	turnover_candidate	mapped	contig_66	181700	182321		0	0.000000	0.000000	no	yes	d_serrata_PEAK_00251	FBgn0041094	8500.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00321	secondary_only	no	yes	dbun	consensus	turnover_candidate	turnover_candidate	mapped	contig_75	12765135	12765791		0	0.000000	0.000000	no	yes	dbun_PEAK_00063	FBgn0041094	6113.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00321	secondary_only	no	yes	dkik	consensus	turnover_candidate	turnover_candidate	mapped	NW_024571631.1	1621200	1621808		0	0.000000	0.000000	no	yes	dkik_PEAK_00116	FBgn0041094	7103.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00321	secondary_only	no	yes	druf	consensus	turnover_candidate	turnover_candidate	mapped	JAECXS010000085.1	13984292	13984865		0	0.000000	0.000000	no	yes	druf_PEAK_00067	FBgn0041094	8041.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00321	secondary_only	no	yes	dbir	discordant	present	present	mapped	contig_48	9260729	9261336	dbir_PEAK_00327	580	0.955519	1.000000	yes	yes	dbir_PEAK_00327	FBgn0041094	7490.0	FBgn0041094	shared_fbgn	PASS
rufa_group	DMEL_CRE_00330	secondary_only	no	yes	dbir	consensus	present	present	mapped	contig_48	22942394	22943219	dbir_PEAK_00068	825	1.000000	0.959302	yes	yes	dbir_PEAK_00068	FBgn0000567	0.0	FBgn0000567	shared_fbgn	PASS
rufa_group	DMEL_CRE_00330	secondary_only	no	yes	dbun	consensus	present	present	mapped	contig_75	3492558	3493432	dbun_PEAK_00018	874	1.000000	0.910417	yes	yes	dbun_PEAK_00018	FBgn0000567	0.0	FBgn0000567	shared_fbgn	PASS
rufa_group	DMEL_CRE_00330	secondary_only	no	yes	dkik	consensus	present	present	mapped	NW_024571631.1	3519285	3520117	dkik_PEAK_00242	647	0.777644	0.965672	yes	yes	dkik_PEAK_00111	FBgn0000567	0.0	FBgn0000567	shared_fbgn	PASS
rufa_group	DMEL_CRE_00330	secondary_only	no	yes	druf	consensus	present	present	mapped	JAECXS010000085.1	3726270	3727061	druf_PEAK_00162	651	0.823009	0.986364	yes	yes	druf_PEAK_00162	FBgn0000567	0.0	FBgn0000567	shared_fbgn	PASS
rufa_group	DMEL_CRE_00330	secondary_only	no	yes	d_serrata	discordant	turnover_candidate	turnover_candidate	mapped	contig_359	1881967	1882872		0	0.000000	0.000000	no	yes	d_serrata_PEAK_00325	FBgn0000567	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00331	secondary_only	no	yes	dbir	consensus	turnover_candidate	turnover_candidate	mapped	contig_48	22920034	22920764		0	0.000000	0.000000	no	yes	dbir_PEAK_00068	FBgn0000567	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00331	secondary_only	no	yes	dbun	consensus	turnover_candidate	turnover_candidate	mapped	contig_75	3517181	3518045		0	0.000000	0.000000	no	yes	dbun_PEAK_00018	FBgn0000567	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00331	secondary_only	no	yes	dkik	consensus	turnover_candidate	turnover_candidate	mapped	NW_024571631.1	3498273	3499079		0	0.000000	0.000000	no	yes	dkik_PEAK_00111	FBgn0000567	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00331	secondary_only	no	yes	druf	consensus	turnover_candidate	turnover_candidate	mapped	JAECXS010000085.1	3702992	3703773		0	0.000000	0.000000	no	yes	druf_PEAK_00162	FBgn0000567	0.0		no_peak_at_locus	PASS
rufa_group	DMEL_CRE_00331	secondary_only	no	yes	d_serrata	discordant	present	present	mapped	contig_359	1908195	1909042	d_serrata_PEAK_00292	565	0.667060	0.843284	yes	yes	d_serrata_PEAK_00325	FBgn0000567	0.0	FBgn0000567|FBgn0036740	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00019	secondary_only	no	yes	d_lutescens	consensus	turnover_candidate	turnover_candidate	mapped	contig_1034	554782	555477		0	0.000000	0.000000	no	yes	d_lutescens_PEAK_00182	FBgn0283657	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00019	secondary_only	no	yes	d_simulans	consensus	turnover_candidate	turnover_candidate	mapped	NC_052525.2	3432860	3433599		0	0.000000	0.000000	no	yes	d_simulans_PEAK_00100	FBgn0283657	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00019	secondary_only	no	yes	dtei	consensus	turnover_candidate	turnover_candidate	mapped	NC_053034.1	4895783	4896500		0	0.000000	0.000000	no	yes	dtei_PEAK_00045	FBgn0283657	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00019	secondary_only	no	yes	dsuz	discordant	present	present	mapped	NW_023496841.1	2463864	2464581	dsuz_PEAK_00089	611	0.852162	0.836986	yes	yes	dsuz_PEAK_00024	FBgn0283657	0.0	FBgn0283657	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00021	secondary_only	no	yes	d_simulans	consensus	turnover_candidate	turnover_candidate	mapped	NC_052525.2	3444504	3445086		0	0.000000	0.000000	no	yes	d_simulans_PEAK_00100	FBgn0283657	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00021	secondary_only	no	yes	dsuz	consensus	turnover_candidate	turnover_candidate	mapped	NW_023496841.1	2481597	2482509		0	0.000000	0.000000	no	yes	dsuz_PEAK_00024	FBgn0283657	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00021	secondary_only	no	yes	dtei	consensus	turnover_candidate	turnover_candidate	mapped	NC_053034.1	4883011	4883571		0	0.000000	0.000000	no	yes	dtei_PEAK_00045	FBgn0283657	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00021	secondary_only	no	yes	d_lutescens	discordant	present	present	mapped	contig_743	6198	6897	d_lutescens_PEAK_00313	627	0.896996	0.793671	yes	yes	d_lutescens_PEAK_00182	FBgn0283657	0.0	FBgn0283657	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00029	secondary_only	no	yes	d_lutescens	consensus	present	present	mapped	contig_661	198539	199198	d_lutescens_PEAK_00367	570	0.864947	1.000000	yes	yes	d_lutescens_PEAK_00048	FBgn0266098	0.0	FBgn0029747	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00029	secondary_only	no	yes	d_simulans	consensus	present	present	mapped	NC_052525.2	4821244	4821886	d_simulans_PEAK_00191	586	0.912773	0.960656	yes	yes	d_simulans_PEAK_00022	FBgn0266098	0.0		discordant_fbgn	PASS
teissieri_group	DMEL_CRE_00029	secondary_only	no	yes	dtei	consensus	present	present	mapped	NC_053034.1	3523371	3524037	dtei_PEAK_00167	609	0.914414	0.966667	yes	yes	dtei_PEAK_00167	FBgn0266098	0.0	FBgn0266098	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00029	secondary_only	no	yes	dsuz	discordant	turnover_candidate	turnover_candidate	mapped	NW_023496846.1	1436772	1437464		0	0.000000	0.000000	no	yes	dsuz_PEAK_00035	FBgn0266098	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00064	secondary_only	no	yes	d_lutescens	consensus	turnover_candidate	turnover_candidate	mapped	contig_381	2303900	2304570		0	0.000000	0.000000	no	yes	d_lutescens_PEAK_00131	FBgn0261260	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00064	secondary_only	no	yes	dsuz	consensus	turnover_candidate	turnover_candidate	mapped	NW_023496845.1	3991953	3992657		0	0.000000	0.000000	no	yes	dsuz_PEAK_00079	FBgn0261260	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00064	secondary_only	no	yes	dtei	consensus	turnover_candidate	turnover_candidate	mapped	NC_053034.1	8977384	8978081		0	0.000000	0.000000	no	yes	dtei_PEAK_00169	FBgn0261260	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00064	secondary_only	no	yes	d_simulans	discordant	present	present	mapped	NC_052525.2	8987158	8987833	d_simulans_PEAK_00224	592	0.877037	0.986667	yes	yes	d_simulans_PEAK_00212	FBgn0261260	0.0	FBgn0261260|FBgn0266050	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00072	secondary_only	no	yes	d_lutescens	consensus	present	present	mapped	contig_413	1785666	1786245	d_lutescens_PEAK_00077	579	1.000000	0.665517	yes	yes	d_lutescens_PEAK_00077	FBgn0052666	0.0	FBgn0052666	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00072	secondary_only	no	yes	dsuz	consensus	present	present	mapped	NW_023496845.1	9179010	9179564	dsuz_PEAK_00083	554	1.000000	0.728947	yes	yes	dsuz_PEAK_00083	FBgn0052666	0.0	FBgn0052666	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00072	secondary_only	no	yes	dtei	consensus	present	present	mapped	NC_053034.1	15742630	15743240	dtei_PEAK_00025	610	1.000000	0.726190	yes	yes	dtei_PEAK_00025	FBgn0052666	0.0	FBgn0052666	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00072	secondary_only	no	yes	d_simulans	discordant	turnover_candidate	turnover_candidate	mapped	NC_052525.2	11044963	11045571		0	0.000000	0.000000	no	yes	d_simulans_PEAK_00279	FBgn0052666	3704.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00078	secondary_only	no	yes	d_lutescens	consensus	turnover_candidate	turnover_candidate	mapped	contig_493	353083	353709		0	0.000000	0.000000	no	yes	d_lutescens_PEAK_00292	FBgn0267001	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00078	secondary_only	no	yes	d_simulans	consensus	turnover_candidate	turnover_candidate	mapped	NC_052525.2	11758514	11759206		0	0.000000	0.000000	no	yes	d_simulans_PEAK_00050	FBgn0267001	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00078	secondary_only	no	yes	dtei	consensus	turnover_candidate	turnover_candidate	mapped	NC_053034.1	1795385	1796069		0	0.000000	0.000000	no	yes	dtei_PEAK_00097	FBgn0267001	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00078	secondary_only	no	yes	dsuz	discordant	present	present	mapped	NW_023496841.1	3685230	3685920	dsuz_PEAK_00197	650	0.942029	1.000000	yes	yes	dsuz_PEAK_00085	FBgn0267001	0.0	FBgn0267001	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00083	secondary_only	no	yes	d_lutescens	consensus	turnover_candidate	turnover_candidate	mapped	contig_989	62661	63153		0	0.000000	0.000000	no	yes	d_lutescens_PEAK_00076	FBgn0265523	1983.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00083	secondary_only	no	yes	dsuz	consensus	turnover_candidate	turnover_candidate	mapped	NW_023496847.1	90248	90574		0	0.000000	0.000000	no	yes	dsuz_PEAK_00287	FBgn0265523	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00083	secondary_only	no	yes	dtei	consensus	turnover_candidate	turnover_candidate	mapped	NC_053034.1	7102097	7102623		0	0.000000	0.000000	no	yes	dtei_PEAK_00064	FBgn0265523	2444.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00083	secondary_only	no	yes	d_simulans	discordant	present	present	mapped	NC_052525.2	12215374	12215955	d_simulans_PEAK_00165	575	0.989673	0.884615	yes	yes	d_simulans_PEAK_00134	FBgn0265523	0.0	FBgn0265523	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00115	secondary_only	no	yes	d_lutescens	consensus	present	present	mapped	contig_51	299363	299953	d_lutescens_PEAK_00149	397	0.672881	0.543836	yes	yes	d_lutescens_PEAK_00149	FBgn0030756	7863.0	FBgn0030756	shared_fbgn	PASS
