dmel_cre_id	species	alignment_status	target_chrom	target_start0	target_end0	lifted_length	best_peak_id	best_overlap_bp	best_overlap_fraction_lifted	best_overlap_fraction_peak	positional_peak	same_fbgn_peak_anywhere	same_fbgn_peak_local	local_same_fbgn_peak_id	local_same_fbgn	best_local_same_fbgn_distance_bp	shared_fbgn_with_best_peak	dmel_target_fbgn	gene_support_at_best_peak	class
DMEL_CRE_00113	zdav	mapped	JAEIGL010000001.1	24071658	24072283	625	NA	0	0.000000	0.000000	no	yes	yes	zdav_PEAK_00111	FBgn0262734	19781.0	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	turnover_candidate
DMEL_CRE_00113	zind	mapped	JAEIHA010000344.1	8823171	8823810	639	NA	0	0.000000	0.000000	no	yes	yes	zind_PEAK_00555	FBgn0262734	11968.0	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	turnover_candidate
DMEL_CRE_00113	ztub	mapped	HRSCAF787	17643580	17644202	622	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_affinis	mapped	contig_26	3906740	3907518	778	NA	0	0.000000	0.000000	no	yes	yes	d_affinis_PEAK_00125	FBgn0262734	4995.0	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	turnover_candidate
DMEL_CRE_00113	d_arizonae	mapped	NW_017127687.1	10443815	10444416	601	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_bipectinata	mapped	NW_025063870.1	11010366	11011042	676	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_buzzatii	mapped	contig_596	11310734	11311374	640	NA	0	0.000000	0.000000	no	yes	yes	d_buzzatii_PEAK_00357	FBgn0262734	3754.0	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	turnover_candidate
DMEL_CRE_00113	d_ezoana	mapped	contig_44	9019527	9020172	645	NA	0	0.000000	0.000000	no	yes	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_hydei	mapped	NW_022045712.1	739172	739776	604	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_littoralis	mapped	JAEIGF010000591.1	25137599	25138222	623	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_lutescens	mapped	contig_51	346808	347436	628	NA	0	0.000000	0.000000	no	yes	yes	d_lutescens_PEAK_00239	FBgn0262734	278.0	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	turnover_candidate
DMEL_CRE_00113	d_mercatorum	mapped	contig_29	2341269	2341865	596	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_mojavensis	mapped	NW_025318667.1	11086624	11087256	632	d_mojavensis_PEAK_00470	286	0.452532	0.493103	no	yes	yes	d_mojavensis_PEAK_00336	FBgn0262734	13904.0	NA	FBgn0262734|FBgn0285944	discordant_fbgn	turnover_candidate
DMEL_CRE_00113	d_novamexicana	mapped	NW_020824832.1	2147334	2147949	615	NA	0	0.000000	0.000000	no	yes	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_repleta	mapped	JAEIGN010000750.1	4013971	4014561	590	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_serrata	mapped	contig_276	7463325	7464021	696	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00113	d_simulans	mapped	NC_052525.2	15929472	15930062	590	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0262734|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dazt	mapped	VCKU01000095.1	3992791	3993702	911	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dbif	mapped	CM019041.1	1522995	1523967	972	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dbir	mapped	contig_43	613344	614050	706	dbir_PEAK_00101	686	0.971671	0.952778	yes	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	discordant_fbgn	present
DMEL_CRE_00114	dbun	mapped	contig_17	8432280	8432990	710	dbun_PEAK_00160	690	0.971831	1.000000	yes	yes	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	discordant_fbgn	present
DMEL_CRE_00114	dequ	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	dfor	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	dfun	mapped	OY282424.1	21245384	21245923	539	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dimm	mapped	JAECXZ010000926.1	1066535	1067072	537	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dkik	mapped	NW_024571405.1	16600287	16601264	977	dkik_PEAK_00224	603	0.617195	0.972581	yes	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	discordant_fbgn	present
DMEL_CRE_00114	dmir	mapped	NC_046673.1	20976667	20977688	1021	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dnas	mapped	CM042376.1	17189985	17190553	568	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dobs	mapped	NW_024542752.1	500884	501785	901	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dper	mapped	NW_020825322.1	1903120	1904105	985	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dpha	mapped	OX596006.1	23357404	23357789	385	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dpse	mapped	JAJJHU010014826.1	474598	475304	706	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	druf	mapped	JAECXS010000123.1	10000594	10001314	720	druf_PEAK_00016	644	0.894444	0.650505	yes	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	discordant_fbgn	present
DMEL_CRE_00114	dsub	mapped	NC_048530.1	17135437	17136211	774	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dsul	mapped	JAJJHZ010000627.1	7888326	7888810	484	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dsuz	mapped	NW_023496846.1	3635934	3636633	699	NA	0	0.000000	0.000000	no	yes	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	dtei	mapped	NC_053034.1	11938841	11939538	697	dtei_PEAK_00018	648	0.929699	0.712088	yes	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	discordant_fbgn	present
DMEL_CRE_00114	dtro	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	dvir	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	zdav	mapped	JAEIGL010000001.1	24081275	24081773	498	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	zind	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	ztub	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	d_affinis	mapped	contig_26	3915940	3916873	933	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	d_arizonae	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	d_bipectinata	mapped	NW_025063870.1	11001960	11002692	732	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	d_buzzatii	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	d_ezoana	mapped	contig_44	9009469	9009908	439	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	d_hydei	mapped	NW_022045712.1	728536	728924	388	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	d_littoralis	mapped	JAEIGF010000591.1	25127448	25127900	452	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	d_lutescens	mapped	contig_51	338179	338923	744	d_lutescens_PEAK_00424	600	0.806452	1.000000	yes	yes	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	discordant_fbgn	present
DMEL_CRE_00114	d_mercatorum	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	d_mojavensis	mapped	NW_025318667.1	11097383	11097944	561	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	d_novamexicana	mapped	NW_020824832.1	2157499	2157936	437	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	d_repleta	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	NA	uncertain
DMEL_CRE_00114	d_serrata	mapped	contig_276	7454932	7455640	708	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0264077|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00114	d_simulans	mapped	NC_052525.2	15937632	15938333	701	d_simulans_PEAK_00269	598	0.853067	0.980328	yes	yes	yes	d_simulans_PEAK_00050	FBgn0264077	3099.0	FBgn0264077	FBgn0264077|FBgn0285944	shared_fbgn	present
DMEL_CRE_00115	dazt	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dbif	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dbir	mapped	contig_43	652313	652869	556	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00115	dbun	mapped	contig_17	8353848	8356761	2913	NA	0	0.000000	0.000000	no	yes	yes	dbun_PEAK_00054	FBgn0030756	18020.0	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	turnover_candidate
DMEL_CRE_00115	dequ	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dequ_PEAK_00341	FBgn0030756	2203.0	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dfor	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dfun	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dimm	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dkik	mapped	NW_024571405.1	16638272	16638916	644	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00115	dmir	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dnas	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dobs	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dobs_PEAK_00127	FBgn0030756	2012.0	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dper	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dpha	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dpse	mapped	JAJJHU010014826.1	434615	436096	1481	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00115	druf	mapped	JAECXS010000123.1	9960545	9961153	608	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00115	dsub	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dsul	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dsuz	mapped	NW_023496846.1	3595379	3595971	592	NA	0	0.000000	0.000000	no	yes	yes	dsuz_PEAK_00207	FBgn0030756	9280.0	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	turnover_candidate
DMEL_CRE_00115	dtei	mapped	NC_053034.1	11901587	11902324	737	dtei_PEAK_00221	713	0.967436	0.838824	yes	yes	yes	dtei_PEAK_00221	FBgn0030756	5841.0	FBgn0030756	FBgn0030756|FBgn0285944	shared_fbgn	present
DMEL_CRE_00115	dtro	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dtro_PEAK_00267	FBgn0030756	1487.0	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	dvir	mapped	NW_022587390.1	789167	789739	572	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00115	zdav	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	zind	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	ztub	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_affinis	mapped	contig_26	3956315	3957190	875	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00115	d_arizonae	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_bipectinata	mapped	NW_025063870.1	10960759	10962356	1597	NA	0	0.000000	0.000000	no	yes	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00115	d_buzzatii	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_ezoana	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_hydei	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_littoralis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_lutescens	mapped	contig_51	299363	299953	590	d_lutescens_PEAK_00149	397	0.672881	0.543836	yes	yes	yes	d_lutescens_PEAK_00149	FBgn0030756	7863.0	FBgn0030756	FBgn0030756|FBgn0285944	shared_fbgn	present
DMEL_CRE_00115	d_mercatorum	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_mojavensis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_novamexicana	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_repleta	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	NA	uncertain
DMEL_CRE_00115	d_serrata	mapped	contig_276	7371501	7372098	597	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0030756|FBgn0285944	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00115	d_simulans	mapped	NC_052525.2	15973655	15974499	844	d_simulans_PEAK_00220	829	0.982227	0.998795	yes	yes	yes	d_simulans_PEAK_00220	FBgn0030756	5157.0	FBgn0030756	FBgn0030756|FBgn0285944	shared_fbgn	present
DMEL_CRE_00116	dazt	mapped	VCKU01000095.1	519604	520304	700	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dbif	mapped	CM019041.1	32021962	32022606	644	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dbir	mapped	contig_43	2626242	2626867	625	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dbun	mapped	contig_17	8235333	8235871	538	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dequ	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	dfor	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dfor_PEAK_00194	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	dfun	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dfun_PEAK_00429	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	dimm	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dimm_PEAK_00044	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	dkik	mapped	NW_024571405.1	16751608	16752150	542	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dmir	mapped	NC_046673.1	9035684	9036322	638	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dnas	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dnas_PEAK_00230	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	dobs	mapped	NW_024542865.1	6220048	6220727	679	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dper	mapped	NW_020825359.1	564725	565350	625	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dpha	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	dpse	mapped	JAJJHU010005558.1	44922	45584	662	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	druf	mapped	JAECXS010000123.1	6302111	6302623	512	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dsub	mapped	NC_048530.1	14071259	14071947	688	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dsul	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	dsul_PEAK_00385	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	dsuz	mapped	NW_023496841.1	3304149	3304787	638	NA	0	0.000000	0.000000	no	yes	yes	dsuz_PEAK_00411	FBgn0027528	0.0	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	turnover_candidate
DMEL_CRE_00116	dtei	mapped	NC_053034.1	11673616	11674321	705	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	dtro	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	dvir	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	zdav	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	zdav_PEAK_00155	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	zind	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	ztub	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_affinis	mapped	contig_26	11103806	11104500	694	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	d_arizonae	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_bipectinata	mapped	NW_025063931.1	10992433	10993079	646	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	d_buzzatii	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	d_buzzatii_PEAK_00384	FBgn0027528	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_ezoana	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	d_ezoana_PEAK_00299	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_hydei	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_littoralis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_lutescens	mapped	contig_413	3905915	3906563	648	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	d_mercatorum	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	d_mercatorum_PEAK_00237	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_mojavensis	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_novamexicana	unmapped	NA	NA	NA	NA	NA	0	0	0	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_repleta	unmapped	NA	NA	NA	NA	NA	0	0	0	no	yes	yes	d_repleta_PEAK_00042	FBgn0001250	0.0	NA	FBgn0001250|FBgn0027528	NA	uncertain
DMEL_CRE_00116	d_serrata	mapped	contig_276	7258860	7259437	577	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00116	d_simulans	mapped	NC_052525.2	16203375	16204069	694	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0001250|FBgn0027528	no_peak_at_locus	no_detected_CRE
DMEL_CRE_00117	dazt	mapped	VCKU01000095.1	14506607	14507494	887	NA	0	0.000000	0.000000	no	no	no	NA	NA	NA	NA	FBgn0030832|FBgn0262111	no_peak_at_locus	no_detected_CRE
